sales_ts,customer_id,sales_amount
1582406563,1,3677.45
1597056838,2,3727.54
1599711740,3,5553.39
1589470044,4,1410.97
1586053228,5,3460.86
1591227914,6,2146.71
1605931161,7,1133.34
1603412047,8,4175.89
1586333231,9,3703.92
1593797973,10,3027.62
1604550851,11,150.78
1591144258,12,2922.96
1580548579,13,2497.20
1601408733,14,2542.92
1602459697,15,5264.18
1584706621,16,7324.77
1601907181,17,6688.14
1587392277,18,7035.41
1592967164,19,4682.75
1609325938,20,9092.55
1578146232,21,4729.52
1600142739,22,238.96
1592038141,23,4789.94
1605086457,24,5846.43
1607301732,25,6491.81
1608450263,26,3567.47
1600769956,27,2095.89
1594799403,28,6500.36
1589990408,29,7439.92
1600068492,30,7885.89
1596254339,31,3664.62
1604516839,32,1647.58
1587665261,33,8423.32
1607018181,34,6526.63
1608557851,35,3037.25
1593169272,36,4112.00
1599648781,37,9590.13
1593719061,38,9846.15
1595545913,39,615.11
1585770833,40,7711.01
1607969415,41,655.12
1585659368,42,9045.32
1589067334,43,5719.45
1604814941,44,5108.07
1600688234,45,6533.78
1586277635,46,4434.52
1590559429,47,6602.14
1583421445,48,5591.19
1592519189,49,6399.90
1600776352,50,5090.01
1597993657,51,7499.32
1589904829,52,4404.55
1605367166,53,229.51
1598258426,54,5601.66
1603361988,55,2389.72
1605019797,56,4777.69
1579146617,57,3583.66
1581605734,58,8949.85
1590875589,59,762.36
1595087085,60,8770.94
1594157277,61,6836.30
1599153752,62,4332.38
1578011928,63,9039.39
1591558892,64,8719.45
1606957317,65,6093.40
1602288035,66,9440.88
1596287930,67,5544.34
1587977599,68,5558.91
1578882554,69,975.38
1582371809,70,6279.85
1603246080,71,1294.62
1584567691,72,1597.75
1606087118,73,4143.03
1591399913,74,5438.06
1601083383,75,8740.11
1606032184,76,1380.38
1585642313,77,9325.58
1585949784,78,2259.73
1606696011,79,9708.61
1600438024,80,6222.16
1588411820,81,723.76
1591651511,82,1682.02
1590391541,83,2229.52
1601705658,84,3691.47
1590276073,85,941.00
1588434088,86,6660.79
1606549759,87,4570.99
1600392206,88,2948.62
1580578872,89,520.07
1606503479,90,7183.59
1586019370,91,2048.42
1580669039,92,2966.63
1604079132,93,6626.79
1580654536,94,6813.41
1589108429,95,969.87
1580760859,96,1221.14
1589557955,97,4624.61
1606992061,98,4388.43
1593556377,99,1314.42
1595572039,100,8315.50
1607974489,101,307.09
1578753637,102,2482.84
1596889563,103,3556.95
1605438192,104,823.29
1604788711,105,1363.65
1594956301,106,7597.74
1590733747,107,2887.33
1586482165,108,7888.22
1591591217,109,8613.61
1582770111,110,6029.53
1584354102,111,1638.08
1588893024,112,8408.77
1582151546,113,203.41
1589579163,114,9498.21
1600294835,115,297.05
1592476142,116,4412.05
1588054059,117,9856.03
1607660735,118,1593.54
1587910398,119,8001.52
1583498667,120,8964.39
1582149178,121,194.75
1588090656,122,1759.08
1581956924,123,797.47
1595141876,124,852.94
1597506212,125,2616.32
1583953501,126,5555.49
1603907491,127,778.01
1579189657,128,4540.06
1607298232,129,8462.50
1590890511,130,1084.90
1591502170,131,7426.60
1597597325,132,8712.41
1590324275,133,1398.40
1601014433,134,3518.95
1605453489,135,2873.85
1601725361,136,3193.79
1582224696,137,5824.94
1599321671,138,4902.09
1591794493,139,4181.11
1608249206,140,3013.47
1604453560,141,3980.85
1588251875,142,7229.36
1582487176,143,6905.70
1582433440,144,1742.22
1581377449,145,8156.60
1593973756,146,8560.85
1582804565,147,3935.83
1584295605,148,3626.49
1588273276,149,4856.61
1596108730,150,9872.51
1587250723,151,4891.93
1594861033,152,8063.75
1596453579,153,3763.97
1593126865,154,9779.16
1608350373,155,6217.43
1578237159,156,8540.15
1579802052,157,5218.22
1589851767,158,8912.09
1604226965,159,4818.24
1585754994,160,3370.49
1582188639,161,3390.72
1588614423,162,2985.13
1591693915,163,8164.76
1583713562,164,1661.59
1605819243,165,615.24
1601069239,166,4325.64
1595620002,167,1157.50
1590721681,168,3337.27
1596245523,169,1126.93
1578216817,170,3351.42
1609104317,171,1059.02
1578967951,172,6148.28
1591011662,173,1973.06
1594062125,174,8847.48
1578902406,175,9195.57
1604457066,176,9708.45
1597279612,177,1022.44
1605626678,178,425.55
1585876429,179,7180.86
1586367250,180,8871.24
1588656629,181,4419.09
1582407717,182,3671.27
1593250867,183,8067.27
1585637427,184,3537.77
1585168752,185,6665.20
1604495059,186,943.33
1591635301,187,3717.33
1597027361,188,2047.38
1583595980,189,9727.49
1595105042,190,8019.37
1600059408,191,1680.70
1600495481,192,8210.55
1590962685,193,2215.36
1579428435,194,6074.64
1601739420,195,7825.17
1583796303,196,2979.68
1583358688,197,4455.25
1579031529,198,4833.69
1581421458,199,1552.80
1604889477,200,5490.70
1586658807,201,1658.46
1589637480,202,824.81
1582978231,203,6046.74
1581460464,204,178.62
1608649973,205,368.98
1589957490,206,2330.23
1594673780,207,712.75
1588354163,208,7601.86
1587465246,209,8325.39
1600168754,210,2965.40
1598815269,211,3893.82
1605633183,212,9039.39
1603083085,213,9352.78
1585475790,214,8837.81
1587909820,215,9873.45
1607202540,216,1817.88
1581742130,217,8880.22
1602404250,218,381.13
1586583777,219,1299.94
1587177977,220,7072.71
1600186729,221,4820.87
1594807714,222,7242.26
1589345037,223,5144.69
1604306689,224,9766.70
1607017833,225,7137.97
1592867085,226,1314.17
1605845450,227,9771.72
1599052698,228,6746.19
1588668064,229,8789.44
1583845463,230,3130.32
1605517495,231,7450.17
1590739676,232,4192.13
1577872286,233,656.65
1604187670,234,4566.00
1583865977,235,6347.43
1593423461,236,8489.30
1598218293,237,645.39
1601875381,238,8141.48
1594226008,239,2756.40
1586883614,240,6556.14
1607049946,241,497.23
1607701484,242,3736.68
1586068028,243,5278.99
1587818247,244,2974.26
1594656096,245,3914.64
1583668489,246,5336.50
1608239423,247,2548.72
1586095554,248,479.31
1609079032,249,5387.84
1589896293,250,7593.30
1601878361,251,4894.82
1590772440,252,3913.54
1584349402,253,3561.46
1578569869,254,3350.07
1582853443,255,3361.41
1584938447,256,3174.14
1582546859,257,3558.43
1593801709,258,9659.11
1580380764,259,9533.40
1591925233,260,8482.77
1586969293,261,5714.30
1581067150,262,9678.05
1591999051,263,2524.49
1584281672,264,628.09
1607783657,265,6235.41
1580815608,266,3265.31
1592516413,267,6493.49
1603210149,268,7815.51
1592567350,269,5356.62
1588033683,270,5006.30
1578827474,271,2622.99
1596712202,272,1962.92
1600528579,273,4386.60
1596272385,274,2526.89
1603015948,275,6955.91
1603011201,276,4585.97
1603231964,277,6931.03
1601604651,278,917.99
1588085325,279,5251.39
1599841707,280,7789.49
1579613860,281,9093.97
1585433649,282,3616.30
1580861910,283,2529.77
1578355366,284,306.09
1605269451,285,8944.34
1597844027,286,4447.46
1595978947,287,7088.84
1600205957,288,7409.04
1607144354,289,9299.36
1580068188,290,6972.34
1588642319,291,139.20
1601166849,292,9278.67
1606143686,293,9391.82
1595433581,294,9467.30
1592596563,295,1486.24
1580773113,296,4984.11
1592893923,297,4784.64
1583977634,298,1703.21
1597334958,299,4531.81
1579911081,300,438.02
1604592813,301,1588.10
1580805159,302,620.79
1580068053,303,1087.06
1608924805,304,1197.74
1596400504,305,7657.63
1608217834,306,9957.92
1595820037,307,7042.22
1596632448,308,3385.55
1580661177,309,3609.73
1579867123,310,2831.89
1594080934,311,3575.59
1587287125,312,2411.70
1579098990,313,1672.47
1580297618,314,7651.96
1604806869,315,9375.53
1603083569,316,7616.79
1599064846,317,7637.14
1599967693,318,3954.51
1606564080,319,8502.76
1609035321,320,3273.44
1601252717,321,691.06
1582732243,322,4706.40
1596298835,323,3772.74
1597063219,324,1951.22
1589389572,325,7688.94
1608671638,326,2439.11
1602407341,327,4874.69
1609060755,328,1520.13
1604649481,329,6575.49
1586425644,330,6885.11
1585195141,331,6336.50
1598721726,332,4888.83
1590903855,333,9746.51
1598432728,334,9004.50
1606922497,335,6004.73
1579530818,336,8174.88
1594316477,337,2554.14
1583367135,338,7028.86
1598562010,339,261.52
1602858261,340,4276.86
1580494415,341,9083.59
1597866379,342,5007.99
1600654280,343,8141.59
1584430210,344,8583.73
1584231056,345,9537.31
1584324144,346,4324.39
1582656978,347,887.85
1580793832,348,4552.14
1579854893,349,961.19
1589974513,350,2973.96
1586532568,351,8354.58
1608433196,352,2975.98
1578822286,353,4590.03
1607549700,354,8934.06
1586268796,355,6728.84
1602420984,356,4184.00
1595370186,357,2539.25
1589615437,358,9775.38
1597855412,359,7314.17
1602326200,360,9698.10
1591796643,361,660.89
1598502141,362,4126.38
1595466184,363,8492.04
1599923929,364,5131.98
1597159309,365,3480.74
1601615851,366,4355.36
1584774331,367,4124.51
1580286889,368,9644.44
1603128722,369,4952.06
1595543032,370,5838.77
1602748240,371,753.47
1579238764,372,3654.80
1579333762,373,346.79
1591008076,374,1413.35
1606924006,375,9301.04
1606613907,376,916.14
1592503543,377,7326.81
1608810725,378,4672.39
1594874626,379,5104.93
1604275463,380,8726.35
1596883656,381,9384.30
1601113037,382,2348.37
1589424405,383,7639.72
1581156791,384,330.52
1598405688,385,9987.25
1598662036,386,2085.83
1599196838,387,7952.34
1593475445,388,7811.28
1603735256,389,3255.45
1582395832,390,4310.31
1606383506,391,1576.41
1608382502,392,7294.45
1580557359,393,6220.65
1608319855,394,7697.52
1582213095,395,5150.24
1578342889,396,5553.94
1608535606,397,3295.71
1581651907,398,6162.43
1585336857,399,6363.60
1579933576,400,8845.53
1600571969,401,3539.19
1585435905,402,1013.21
1593730916,403,5484.18
1605499214,404,9971.54
1599328603,405,7608.72
1603254015,406,7639.47
1594561364,407,3209.81
1585758775,408,9256.18
1598440531,409,4779.14
1602425690,410,5428.72
1609074345,411,7929.16
1591395382,412,1687.00
1596616723,413,2359.89
1593311439,414,5370.57
1584312484,415,8128.77
1584906992,416,2285.60
1609056639,417,4182.39
1602559052,418,6774.84
1606588587,419,4776.27
1596968824,420,6547.56
1607842025,421,9036.48
1609194347,422,3967.62
1600475289,423,4545.69
1598766913,424,1114.66
1596254324,425,7943.15
1597335581,426,385.72
1608928312,427,9836.08
1582383448,428,4775.63
1601621200,429,544.61
1579440761,430,4249.02
1591747877,431,8362.38
1583378093,432,5189.95
1580660629,433,3862.78
1588254854,434,4484.74
1578539809,435,7995.74
1597153108,436,9500.19
1596468802,437,5270.70
1595074740,438,1748.66
1580762296,439,133.29
1595416831,440,888.42
1584914841,441,5475.57
1585355695,442,6340.87
1594456458,443,461.12
1604492562,444,5515.08
1590267099,445,7529.43
1582641512,446,2615.96
1599729483,447,3857.25
1605674578,448,4756.36
1597995149,449,2170.66
1597913563,450,2036.75
1577990262,451,7771.43
1607651296,452,9953.59
1604965061,453,3227.88
1601250552,454,6126.90
1588954009,455,5132.58
1593376350,456,4797.45
1598867923,457,5536.83
1590946608,458,6532.75
1604412482,459,7318.41
1587366739,460,177.77
1600868390,461,9873.89
1587674063,462,6237.87
1591523649,463,7617.91
1607599570,464,2667.54
1606404888,465,8916.14
1579045180,466,9353.31
1584273843,467,3534.46
1591407882,468,6081.35
1580157030,469,7511.98
1592598937,470,7184.33
1604251948,471,6363.85
1598001261,472,1496.42
1600428194,473,5772.54
1600153925,474,7403.59
1600786766,475,8294.46
1606253332,476,4082.54
1607520701,477,7530.52
1581420031,478,7199.06
1596287240,479,4528.30
1591530793,480,9741.56
1583244685,481,4962.57
1592826048,482,3657.57
1592471871,483,6336.85
1591078296,484,3819.90
1586820942,485,9973.16
1599723319,486,295.02
1600438145,487,8857.57
1597679902,488,4881.36
1586307327,489,9742.29
1594846025,490,6263.69
1586768789,491,9783.21
1599721033,492,719.07
1583756679,493,4908.61
1595083964,494,5921.94
1585227606,495,5340.30
1597535166,496,5179.20
1596697613,497,5611.66
1583884162,498,4603.43
1594558529,499,3553.01
1584542012,500,3605.14
1604550582,501,7278.20
1591848226,502,2338.88
1602088804,503,1478.61
1591024669,504,9995.96
1595450301,505,9547.94
1586614461,506,1853.58
1593340597,507,205.84
1590839057,508,9913.28
1608618117,509,2770.99
1598315266,510,1924.16
1593831208,511,372.85
1601161173,512,5709.26
1581898454,513,3267.57
1589762140,514,1634.62
1592042435,515,9826.76
1587966255,516,8795.16
1583201714,517,3564.70
1599028749,518,3019.16
1596245653,519,9451.07
1586620297,520,5540.33
1596912849,521,3780.80
1607399454,522,6852.47
1597506768,523,3596.07
1581739840,524,3666.37
1585829517,525,8870.91
1609101484,526,7930.11
1607545635,527,2934.77
1608944550,528,4276.24
1608760342,529,2878.68
1596142349,530,9607.11
1607593686,531,7164.72
1583280215,532,3958.33
1580088750,533,5329.43
1585045430,534,8340.11
1602983607,535,3028.99
1598989938,536,2127.47
1596958194,537,5698.01
1589940357,538,7464.51
1600220183,539,1886.24
1585431692,540,8429.83
1597451575,541,498.28
1598026373,542,3836.97
1604924233,543,430.11
1591883032,544,5919.16
1598617166,545,832.28
1599486552,546,9743.42
1587816626,547,2852.85
1603875977,548,5947.06
1592008797,549,7417.84
1579128702,550,1262.67
1596741739,551,3153.76
1599323031,552,279.54
1598464391,553,412.99
1588186264,554,2707.46
1593968672,555,4557.48
1605583695,556,1994.65
1591457534,557,8282.36
1589413273,558,8366.94
1602221657,559,9935.22
1587814198,560,9520.60
1609327593,561,6938.19
1593292444,562,5330.30
1602252038,563,2971.53
1579070751,564,4900.73
1583864994,565,4196.19
1600235497,566,2057.44
1579889996,567,1781.74
1581991106,568,159.00
1593668633,569,6899.23
1604917928,570,4831.90
1594458215,571,1051.67
1592233333,572,8272.94
1582529923,573,2494.16
1587268961,574,2476.95
1597016674,575,8485.57
1593133469,576,4218.94
1608238858,577,4841.14
1591430004,578,8188.51
1600688880,579,4474.88
1607473140,580,9489.71
1597214159,581,2290.10
1609236999,582,2751.97
1595554330,583,1899.30
1591260950,584,4941.97
1598903357,585,844.42
1595865297,586,2022.35
1588239760,587,9212.79
1593412709,588,1599.66
1608354818,589,9223.61
1607257110,590,5829.54
1594046149,591,5155.38
1598170794,592,7296.54
1595654906,593,9422.80
1583141889,594,7854.79
1591426358,595,445.90
1583938033,596,1287.93
1580216278,597,5696.53
1597750706,598,9463.32
1597052680,599,9400.81
1608776217,600,6416.76
1595843199,601,9430.27
1583753392,602,9084.03
1587062107,603,5879.45
1595972951,604,5022.46
1578303584,605,2186.17
1583816907,606,3086.46
1580146850,607,3513.84
1601154264,608,1811.09
1587683885,609,3323.81
1580268137,610,5153.72
