sales_ts,customer_id,sales_amount
1584305850,1,6416.26
1582057640,2,8243.31
1580731312,3,8355.05
1606875521,4,5922.40
1586058042,5,544.26
1584315242,6,4929.17
1600900524,7,769.91
1583329510,8,8142.53
1589594951,9,1935.54
1605848340,10,8407.32
1601787223,11,9742.32
1603478498,12,2152.83
1592497092,13,4324.96
1608645623,14,792.48
1588261236,15,2157.86
1590301371,16,2493.22
1591180570,17,2104.17
1584921845,18,9009.80
1582228202,19,8966.28
1580560965,20,4197.59
1598354505,21,2829.23
1591709137,22,548.53
1587651718,23,9393.69
1596338007,24,5358.13
1586921711,25,3941.80
1596824211,26,3654.30
1596421348,27,6556.95
1586803058,28,3210.14
1604964229,29,3896.92
1592216646,30,4573.01
1593474499,31,9306.97
1604080707,32,4807.27
1595357610,33,4460.48
1577994941,34,2920.48
1582287199,35,5735.22
1581197946,36,5744.76
1599754977,37,7977.61
1599704468,38,6715.36
1585985413,39,8360.06
1609252126,40,1239.75
1599296134,41,9881.59
1596740050,42,8705.42
1589244597,43,1883.87
1589550592,44,6045.32
1584879572,45,6380.67
1593450693,46,2514.71
1596542682,47,9114.95
1600846600,48,3874.03
1605950888,49,427.93
1581856763,50,9379.81
1587941832,51,9691.64
1583464967,52,9098.21
1598627987,53,1555.81
1586756786,54,6325.41
1588870541,55,7178.90
1601657043,56,7327.15
1605662119,57,5127.03
1593807210,58,3660.43
1609352973,59,6068.97
1589305423,60,7439.42
1582116554,61,5269.35
1582716096,62,4651.39
1589019228,63,6021.44
1588473372,64,423.40
1582104359,65,6039.12
1607927501,66,7269.51
1592175389,67,5156.63
1591926179,68,9017.05
1587838729,69,8264.84
1580808662,70,8611.96
1588146869,71,135.45
1592610678,72,8654.50
1591223789,73,9150.70
1602657949,74,6388.78
1588190837,75,9715.62
1604668447,76,7418.21
1601640218,77,5600.01
1592334881,78,7070.96
1594494158,79,8653.78
1604380081,80,6269.55
1582867144,81,4896.40
1580322252,82,9307.25
1598164525,83,5975.83
1589671512,84,4100.74
1588000039,85,3076.20
1593943082,86,4656.67
1584433999,87,1304.58
1598156767,88,5606.48
1580108010,89,2385.07
1586637216,90,4049.51
1578033523,91,8158.83
1596444667,92,5797.37
1602546881,93,4017.25
1589722713,94,6881.13
1590787444,95,4452.07
1579642712,96,3451.06
1591744619,97,7206.05
1588180524,98,4991.68
1602002290,99,7340.42
1592000028,100,6984.55
1591670652,101,2193.93
1595861965,102,4994.25
1592761179,103,1416.50
1599203742,104,293.09
1594935137,105,9369.36
1584428977,106,1384.36
1604724400,107,8654.31
1584861933,108,6009.07
1584502013,109,4420.79
1603375086,110,1695.19
1606659628,111,7990.67
1583590407,112,2356.72
1595818888,113,7167.95
1590335011,114,9931.90
1585726537,115,2561.13
1585957748,116,9541.93
1585683172,117,5944.00
1600793091,118,1710.51
1580506018,119,3093.76
1594190268,120,5078.38
1583359977,121,7920.15
1597474323,122,6165.18
1597506043,123,9906.79
1604098726,124,8653.89
1592104855,125,1434.95
1587411125,126,667.35
